(10,1.745528)
(9.95,1.742342)
(9.9,1.739143)
(9.85,1.735929)
(9.8,1.732701)
(9.75,1.729459)
(9.7,1.726202)
(9.65,1.722931)
(9.6,1.719645)
(9.55,1.716344)
(9.5,1.713029)
(9.45,1.709698)
(9.4,1.706352)
(9.35,1.702991)
(9.3,1.699614)
(9.25,1.696221)
(9.2,1.692812)
(9.15,1.689388)
(9.1,1.685947)
(9.05,1.68249)
(9,1.679016)
(8.95,1.675526)
(8.9,1.672019)
(8.85,1.668495)
(8.8,1.664954)
(8.75,1.661396)
(8.7,1.65782)
(8.65,1.654226)
(8.6,1.650615)
(8.55,1.646985)
(8.5,1.643337)
(8.45,1.639671)
(8.4,1.635986)
(8.35,1.632282)
(8.3,1.62856)
(8.25,1.624818)
(8.2,1.621056)
(8.15,1.617275)
(8.1,1.613474)
(8.05,1.609653)
(8,1.605812)
(7.95,1.60195)
(7.9,1.598068)
(7.85,1.594164)
(7.8,1.590239)
(7.75,1.586293)
(7.7,1.582325)
(7.65,1.578335)
(7.6,1.574323)
(7.55,1.570288)
(7.5,1.566231)
(7.45,1.562151)
(7.4,1.558047)
(7.35,1.55392)
(7.3,1.549769)
(7.25,1.545593)
(7.2,1.541394)
(7.15,1.53717)
(7.1,1.53292)
(7.05,1.528646)
(7,1.524345)
(6.95,1.520019)
(6.9,1.515666)
(6.85,1.511287)
(6.8,1.506881)
(6.75,1.502447)
(6.7,1.497986)
(6.65,1.493497)
(6.6,1.488979)
(6.55,1.484433)
(6.5,1.479857)
(6.45,1.475252)
(6.4,1.470616)
(6.35,1.465951)
(6.3,1.461254)
(6.25,1.456527)
(6.2,1.451768)
(6.15,1.446976)
(6.1,1.442152)
(6.05,1.437295)
(6,1.432405)
(5.95,1.42748)
(5.9,1.422521)
(5.85,1.417528)
(5.8,1.412498)
(5.75,1.407433)
(5.7,1.402331)
(5.65,1.397191)
(5.6,1.392015)
(5.55,1.386799)
(5.5,1.381545)
(5.45,1.376252)
(5.4,1.370918)
(5.35,1.365544)
(5.3,1.360128)
(5.25,1.35467)
(5.2,1.349169)
(5.15,1.343625)
(5.1,1.338037)
(5.05,1.332404)
(5,1.326725)
(4.95,1.320999)
(4.9,1.315226)
(4.85,1.309405)
(4.8,1.303536)
(4.75,1.297616)
(4.7,1.291646)
(4.65,1.285623)
(4.6,1.279549)
(4.55,1.273421)
(4.5,1.267238)
(4.45,1.260999)
(4.4,1.254704)
(4.35,1.248352)
(4.3,1.24194)
(4.25,1.235469)
(4.2,1.228936)
(4.15,1.222341)
(4.1,1.215682)
(4.05,1.208958)
(4,1.202168)
(3.95,1.19531)
(3.9,1.188383)
(3.85,1.181385)
(3.8,1.174316)
(3.75,1.167172)
(3.7,1.159953)
(3.65,1.152657)
(3.6,1.145283)
(3.55,1.137827)
(3.5,1.130289)
(3.45,1.122667)
(3.4,1.114958)
(3.35,1.107161)
(3.3,1.099273)
(3.25,1.091292)
(3.2,1.083216)
(3.15,1.075042)
(3.1,1.066768)
(3.05,1.058391)
(3,1.049909)
(2.95,1.041318)
(2.9,1.032616)
(2.85,1.023799)
(2.8,1.014864)
(2.75,1.005809)
(2.7,0.998448)
(2.65,0.987597)
(2.6,0.977916)
(2.55,0.968337)
(2.5,0.95859)
(2.45,0.948728)
(2.4,0.938717)
(2.35,0.928549)
(2.3,0.918224)
(2.25,0.907734)
(2.2,0.897074)
(2.15,0.886238)
(2.1,0.875219)
(2.05,0.86401)
(2,0.852606)
(1.95,0.840997)
(1.9,0.829176)
(1.85,0.817136)
(1.8,0.804866)
(1.75,0.792358)
(1.7,0.779601)
(1.65,0.766585)
(1.6,0.753298)
(1.55,0.739728)
(1.5,0.725861)
(1.45,0.711684)
(1.4,0.697182)
(1.35,0.682337)
(1.3,0.667132)
(1.25,0.651548)
(1.2,0.635564)
(1.15,0.619158)
(1.1,0.602304)
(1.05,0.584975)
(1,0.567143)
(0.95,0.548774)
(0.9,0.529833)
(0.85,0.510279)
(0.8,0.490068)
(0.75,0.46915)
(0.7,0.44747)
(0.65,0.424965)
(0.6,0.401564)
(0.55,0.377184)
(0.5,0.351734)
(0.45,0.325104)
(0.4,0.297168)
(0.35,0.267777)
(0.3,0.236755)
(0.25,0.203888)
(0.2,0.168916)
(0.15,0.131515)
(0.1,0.091277)
(0.05,0.047672)
(-7.646661e-015,0)
(-0.05,-0.052705)
(-0.1,-0.111832)
(-0.15,-0.179491)
(-0.2,-0.259171)
(-0.25,-0.357402)
(-0.3,-0.489402)
(-0.35,-0.716638)
